title,subtitle,author_url,story_url,date,claps,responses,reading_time,tags,relatedUrl
"Interview with PowerMew — How Cloud Computing, Big Data and VR is Transforming the Real Estate Industry",-,https://medium.com/@alibaba-cloud,https://medium.com/@alibaba-cloud/interview-with-powermew-how-cloud-computing-big-data-and-vr-is-transforming-the-real-estate-8d1796bda50c?source=search_post---------214,"[<time datetime=""2018-01-16T06:06:37.876Z"">Jan 15, 2018</time>]",1,0 responses,14 min read,"['cloud-computing', 'cdn', 'performance', 'efficiency', 'automation', 'cloud-computing', 'cdn', 'performance', 'efficiency', 'automation']","['https:\\u002F\\u002Fmedium.com\\u002F@macshome\\u002Fapple-finally-lets-companies-self-b2b-ios-apps-2bc071acad0d', 'https:\\u002F\\u002Fvaishaligoilkar3322.medium.com\\u002Fsql-query-8122cde1e539', 'https:\\u002F\\u002Fmedium.com\\u002Fskyhub-labs\\u002Fplease-dont-ask-me-for-a-staging-server-97647c184ac0', 'https:\\u002F\\u002Fmedium.com\\u002F@lithe\\u002Fwhy-cant-i-stop-procrastinating-72ea3567896f', 'https:\\u002F\\u002Fgaozhixiang.medium.com\\u002Frecords-vs-lombok-in-java-15-193306340ca0', 'https:\\u002F\\u002Fsophiaeric4311.medium.com\\u002Fget-latest-aws-certified-developer-associate-dumps-dva-c01-question-answers-dumpsresources-com-c4684032020', 'https:\\u002F\\u002Fnivashegde.medium.com\\u002Fface-comparision-system-using-aws-66631411c87d', 'https:\\u002F\\u002Fmedium.com\\u002F@alvaro.serrano\\u002Fbehind-the-scenes-of-modern-browsers-fd54357fee7d', 'https:\\u002F\\u002Fedgecast.medium.com\\u002Fhow-cdns-can-adapt-to-the-cloud-computing-era-cd4c41513fde']"
Serverless: The Next Decade of Cloud Computing,This article looks at the early days and predictions of…,https://medium.com/@alibaba-cloud,https://medium.com/@alibaba-cloud/serverless-the-next-decade-of-cloud-computing-614690769d0e?source=search_post---------215,"[<time datetime=""2020-10-21T02:54:27.407Z"">Oct 20, 2020</time>]",1,0 responses,9 min read,"['artificial-intelligence', 'cloud-computing', 'aws', 'azure', 'google', 'artificial-intelligence', 'cloud-computing', 'aws', 'azure', 'google']","['https:\\u002F\\u002Fmedium.com\\u002Fanalytics-matters\\u002Fthree-reasons-why-now-is-the-time-for-artificial-intelligence-4299b8d7efc7', 'https:\\u002F\\u002Fmedium.com\\u002F@giacomo_59737\\u002Fwhat-is-informatics-e1ec657fc5b7', 'https:\\u002F\\u002Fmedium.com\\u002Fsupport-automation-magazine\\u002Fautomated-support-tasks-7-things-to-let-bots-handle-right-now-f58952b52e37', 'https:\\u002F\\u002Ffortanix.medium.com\\u002Fsecuring-healthcare-ai-with-confidential-computing-fortanix-blog-b193bc0243dc', 'https:\\u002F\\u002Fmedium.com\\u002Fboost-ai\\u002Fa-guide-to-conversational-ai-for-cx-use-cases-586ae49f4d92', 'https:\\u002F\\u002Flakshbhambhani.medium.com\\u002Fartificial-intelligence-and-robotics-a38356ee29b7', 'https:\\u002F\\u002Fmedium.com\\u002Fyusp\\u002Frise-of-the-conversational-commerce-part-1-68efa3a60655', 'https:\\u002F\\u002Fmedium.com\\u002F@anchalbhalla\\u002Fare-you-ai-ready-learn-how-to-manage-the-end-to-end-life-cycle-for-your-ai-c1c0f64a2d25', 'https:\\u002F\\u002Fscientya.com\\u002Fcombining-cloud-computing-and-artificial-intelligence-ai-9db02226c7e3']"
What Is Serverless Cloud Computing Anyway?,You’ve probably heard of serverless computing but what’s it…,https://medium.com/@alibaba-cloud,https://medium.com/@alibaba-cloud/what-is-serverless-cloud-computing-anyway-ffe4cfe7517b?source=search_post---------216,"[<time datetime=""2020-02-26T01:51:05.445Z"">Feb 25, 2020</time>]",3,0 responses,3 min read,"['cloud-computing', 'aws', 'azure', 'devops', 'saas', 'cloud-computing', 'aws', 'azure', 'devops', 'saas']","['https:\\u002F\\u002Fmedium.com\\u002Fweb-design-web-developer-magazine\\u002Fhow-to-post-giant-10-000-sets-of-nfts-on-opensea-2a8efd4c836e', 'https:\\u002F\\u002Fmarco-urrea.medium.com\\u002Ftips-and-tricks-i-wish-i-knew-when-i-started-developing-hashicorp-sentinel-policies-for-terraform-f9b502bab331', 'https:\\u002F\\u002Fsaraharveynyc.medium.com\\u002Fthe-increment-of-improvement-f6e3750905e4', 'https:\\u002F\\u002Fmedium.com\\u002Fgeekculture\\u002Fis-php-a-dying-language-2cea47e2196d', 'https:\\u002F\\u002Fmedium.com\\u002F@elvire_jaspers\\u002Fthinking-about-states-e0acb184663f', 'https:\\u002F\\u002Fkrishaweb.medium.com\\u002F15-essential-packages-for-extending-laravel-79aeeb7e76bd', 'https:\\u002F\\u002Fraindropsinfotech.medium.com\\u002Fbuilding-web-applications-using-laravel-ff402836b05d', 'https:\\u002F\\u002Fanoopanair.medium.com\\u002Frun-quantum-espresso-on-google-colab-9d1f7166865f', 'https:\\u002F\\u002Fmedium.com\\u002Fhackernoon\\u002F10-reasons-to-give-cloud-computing-a-go-dc3184ec550e']"
What are the Security Risks of Multi-Cloud Computing?,-,https://medium.com/@nutanix,https://medium.com/cloud-simplified/what-are-the-security-risks-of-multi-cloud-computing-19b73716ea6b?source=search_post---------217,"[<time datetime=""2019-08-14T17:40:28.097Z"">Aug 14, 2019</time>]",1,0 responses,5 min read,"['cloud-computing', 'alibabacloud', 'big-data', 'database', 'cloud-computing', 'alibabacloud', 'big-data', 'database']","['https:\\u002F\\u002Falibaba-cloud.medium.com\\u002Ftechnical-best-practices-for-container-log-processing-d33e64e3e8da', 'https:\\u002F\\u002Fmedium.com\\u002Fit-lessons\\u002Flesson-30-the-hash-table-data-structure-3c2fe6ed8d63', 'https:\\u002F\\u002Falibaba-cloud.medium.com\\u002Falibaba-cloud-launches-hitsdb-to-accelerate-migration-of-iot-devices-to-the-cloud-b75e3770d5fc', 'https:\\u002F\\u002Fdata-plumber.medium.com\\u002Fdata-access-layer-what-why-how-f5f743a942e8', 'https:\\u002F\\u002Fmayankchourasia2.medium.com\\u002Fmysql-database-migration-to-google-cloud-sql-6c9d49788313', 'https:\\u002F\\u002Fnousinfosystems.medium.com\\u002Fwebinar-continuous-performance-testing-in-devops-using-open-source-tools-328e8366f7a9', 'https:\\u002F\\u002Fharshad-patel-99444.medium.com\\u002Fdata-pipeline-orchestration-8ead35047438', 'https:\\u002F\\u002Fencelo.medium.com\\u002Fncine-dev-update-15-eef6ee34321d', 'https:\\u002F\\u002Falibaba-cloud.medium.com\\u002Fbreakthrough-in-alibaba-cloud-computing-capabilities-bigbench-reaches-100-tb-world-record-5bd119b145ce']"
Cloud Computing in 2017: An Op-Ed From the Cloud Geeks,-,https://medium.com/@nutanix,https://medium.com/@nutanix/cloud-computing-in-2017-an-op-ed-from-the-cloud-geeks-b3b1ee63a2cc?source=search_post---------218,"[<time datetime=""2017-01-10T11:03:39.454Z"">Jan 10, 2017</time>]",1,0 responses,6 min read,"['cloud-computing', 'software-development', 'web-development', 'technology', 'programming', 'cloud-computing', 'software-development', 'web-development', 'technology', 'programming']","['https:\\u002F\\u002Fcodeburst.io\\u002Fwhy-investing-in-cloud-computing-skills-is-worth-it-100-e4e957ae89b9', 'https:\\u002F\\u002Fmedium.com\\u002F@bishupaulose\\u002Fcompute-overview-azure-machine-learning-93cd61eb9626', 'https:\\u002F\\u002Fmedium.com\\u002Ftower-token\\u002Fcrazy-defense-heroes-play-to-earn-reward-pool-for-june-2021-bd50a3e15c22', 'https:\\u002F\\u002Fmedium.com\\u002F@tyler_flint\\u002Fhow-to-lead-a-dev-team-13f70206347b', 'https:\\u002F\\u002Fdavidecerbo.medium.com\\u002Fspring-native-first-fight-6e72bf7c3e03', 'https:\\u002F\\u002Fmedium.com\\u002Fmacadamscripts\\u002Fadding-to-the-google-sheets-user-interface-cross-referencing-workbooks-ad672fde1d3a', 'https:\\u002F\\u002Fblog.devgenius.io\\u002Fconnecting-a-django-web-app-to-a-snowflake-database-855c16df590', 'https:\\u002F\\u002Frm-rf.medium.com\\u002Fissue-cluster-not-ready-no-quorum-13c8a61cb0de', 'https:\\u002F\\u002Fmedium.com\\u002F@saurabh.engg.it\\u002Fmicorservices-intra-service-communication-de6265c7e820', 'https:\\u002F\\u002Fmedium.com\\u002Fpython-geek\\u002Fhow-to-navigate-the-current-software-developer-market-880c6121e80b', 'https:\\u002F\\u002Fmedium.com\\u002Fai-saturdays-lagos-articles\\u002Fhow-i-learnt-version-control-cece5f508626', 'https:\\u002F\\u002Fmedium.com\\u002F@patel.sunny293\\u002Fhow-the-internet-works-194a35f4ed51', 'https:\\u002F\\u002Fmedium.com\\u002Funcountable-engineering\\u002Fmeet-full-stack-engineer-brendan-le-8a809e2a6795']"
What is the definition of Cloud Computing?,-,https://rominirani.com/@iromin,https://rominirani.com/what-is-the-definition-of-cloud-computing-1b226105a599?source=search_post---------219,"[<time datetime=""2011-09-18T04:29:51.000Z"">Sep 17, 2011</time>]",30,0 responses,4 min read,"['cloud-computing', 'blockchain', 'cryptocurrency', 'tech', 'technology', 'cloud-computing', 'blockchain', 'cryptocurrency', 'tech', 'technology']","['https:\\u002F\\u002Fmedium.com\\u002F@astralcrypto\\u002Ftesting-results-from-the-credits-cs-pre-beta-and-other-topics-surrounding-credits-77a03756a5f8', 'https:\\u002F\\u002Fmedium.com\\u002F@ripjwairfrov1\\u002Fcarry-protocol-a-game-changer-in-retail-3a3ca80d0225', 'https:\\u002F\\u002Fmedium.com\\u002Ffirmachain\\u002Frelease-of-firmachains-new-mainnet-colosseum-2165646a1bb6', 'https:\\u002F\\u002Fpiusimax.medium.com\\u002Fmatic-ama-recap-with-infinity-stones-49e22f7e53', 'https:\\u002F\\u002Fnimbusplatform.medium.com\\u002Fnimbus-referral-program-b2a81e595a6c', 'https:\\u002F\\u002Fthousandtoken.medium.com\\u002Fcomunicado-oficial-293c1d8664f6', 'https:\\u002F\\u002Fmedium.com\\u002Fktrade\\u002Famazon-patented-a-blockchain-system-for-supply-chain-tracking-8fc00cff0716', 'https:\\u002F\\u002Fmedium.com\\u002Fchainflix-official\\u002Fevent-blockchain-economic-forum-2019-3419aeff04c9', 'https:\\u002F\\u002Fmedium.com\\u002Fcudos\\u002Fblockchain-transforming-cloud-computing-94a76af89354']"
How to choose a cloud computing model right?,Every business has to migrate its IT operations to the…,https://medium.com/@fedakv,https://medium.com/@fedakv/how-to-choose-a-cloud-computing-model-right-fc04031df739?source=search_post---------220,"[<time datetime=""2020-01-23T15:37:19.000Z"">Jan 23, 2020</time>]",1,0 responses,8 min read,"['editors-pick', 'tds-features', 'deep-dives', 'editors-pick', 'tds-features', 'deep-dives', 'cloud-computing', 'software-engineering', 'programming', 'careers', 'data-engineering', 'cloud-computing', 'software-engineering', 'programming', 'careers', 'data-engineering']","['https:\\u002F\\u002Fmedium.com\\u002Fanalytics-vidhya\\u002Fdata-beyond-perception-c1ceef95b231', 'https:\\u002F\\u002Fmedium.com\\u002F@k_obonyo\\u002Fwhy-not-small-data-over-big-data-8946c97635a5', 'https:\\u002F\\u002Fmobilelive.medium.com\\u002Funderstanding-the-story-of-data-visualization-4d49f9f2dd20', 'https:\\u002F\\u002Ftowardsdatascience.com\\u002Ftop-sources-for-machine-learning-datasets-bb6d0dc3378b', 'https:\\u002F\\u002Fdatadrivenperspectives.com\\u002Fthe-job-market-for-medium-data-skills-cd4aeca21718', 'https:\\u002F\\u002Fmedium.com\\u002Fswlh\\u002Fhow-to-leverage-spotify-api-genius-lyrics-for-data-science-tasks-in-python-c36cdfb55cf3', 'https:\\u002F\\u002Ftowardsdatascience.com\\u002Fhow-to-use-q-q-plot-for-checking-the-distribution-of-our-data-c798d0577369', 'https:\\u002F\\u002Fumeshpatel96.medium.com\\u002Fvisualising-car-insurance-rates-by-state-in-2020-us-6d0d5178f8f', 'https:\\u002F\\u002Ftowardsdatascience.com\\u002Fread-this-if-youre-considering-a-career-in-cloud-computing-1eca26239c51']"
Alibaba All Set To Push In The Cloud Computing Domain,Alibaba is all set to launch a big data cloud…,https://medium.com/@Technews,https://medium.com/@Technews/alibaba-all-set-to-push-in-the-cloud-computing-domain-695bf44b46fd?source=search_post---------221,"[<time datetime=""2016-01-27T19:05:43.372Z"">Jan 27, 2016</time>]",2,0 responses,3 min read,"['cloud-computing', 'healthcare', 'aws', 'cloud-services', 'devops', 'cloud-computing', 'healthcare', 'aws', 'cloud-services', 'devops']",['https:\\u002F\\u002Fjaychapel.medium.com\\u002Finterview-qcentive-saves-significant-amounts-on-aws-while-enabling-cloud-computing-in-healthcare-ef441ca010a']
CLOUD COMPUTING TRENDS TO WATCH IN 2017,-,https://medium.com/@Apiumhub,https://medium.com/@Apiumhub/cloud-computing-trends-to-watch-in-2017-6e0d8696256b?source=search_post---------222,"[<time datetime=""2017-07-06T11:54:40.676Z"">Jul 6, 2017</time>]",1,0 responses,3 min read,"['cloud-computing', 'small-business', 'business-development', 'money', 'business', 'cloud-computing', 'small-business', 'business-development', 'money', 'business']",['https:\\u002F\\u002Fmedium.com\\u002F@spencer.york\\u002Fwhy-cloud-computing-is-ideal-for-small-businesses-695fe37dae5b']
CodeMania 100 [Part 4] คิดไว Cloud Computing Platforms,-,https://medium.com/@golfapipol,https://medium.com/@golfapipol/codemania-100-part-4-%E0%B8%84%E0%B8%B4%E0%B8%94%E0%B9%84%E0%B8%A7-cloud-computing-platforms-78c6c5dd3eef?source=search_post---------223,"[<time datetime=""2019-05-15T06:54:36.344Z"">May 14, 2019</time>]",1,0 responses,1 min read,"['cloud-computing', 'devops', 'enterprise-architecture', 'cloud-computing', 'devops', 'enterprise-architecture']",['https:\\u002F\\u002Fmedium.com\\u002F@furrier\\u002Fkey-takeaways-from-the-wikibon-research-and-north-bridge-vc-2015-future-of-cloud-computing-survey-55896a9ff4c3']
The Emerging Trend of Distributed Cloud Computing,-,https://medium.com/@elekssoftware,https://medium.com/eleks-labs/the-emerging-trend-of-distributed-cloud-computing-e2d476be1d8?source=search_post---------224,"[<time datetime=""2021-01-05T13:16:17.000Z"">Jan 5, 2021</time>]",1,0 responses,3 min read,"['cloud-computing', 'aws', 'machine-learning', 'noops', 'serverless', 'cloud-computing', 'aws', 'machine-learning', 'noops', 'serverless']",['https:\\u002F\\u002Fnutanix.medium.com\\u002Fcloud-computing-in-2017-an-op-ed-from-the-cloud-geeks-b3b1ee63a2cc']
-,-,https://medium.com/@todiba,https://medium.com/what-it-takes/dropbox-s-multi-channel-strategy-5f1a051788bd?source=search_post---------225,"[<time datetime=""2016-02-25T19:00:40.012Z"">Feb 25, 2016</time>]",1,0 responses,2 min read,[],['https:\\u002F\\u002Fmedium.com\\u002Fpeloton-engineering\\u002Fevent-recap-the-future-of-cloud-computing-and-databases-6e7f57bd3753']
The Future and Benefits of Cloud Computing,-,https://medium.com/@exastax,https://medium.com/@exastax/the-future-and-benefits-of-cloud-computing-9ed0e9967ec8?source=search_post---------226,"[<time datetime=""2017-09-08T14:31:11.400Z"">Sep 8, 2017</time>]",1,0 responses,1 min read,"['cloud-computing', 'history-of', 'tech', 'infosec', 'cybersecurity', 'cloud-computing', 'history-of', 'tech', 'infosec', 'cybersecurity']","['https:\\u002F\\u002Fmedium.com\\u002Fdigital-transformation-today\\u002Fthe-great-it-awakening-b00fcac9d1c7', 'https:\\u002F\\u002Fmedium.com\\u002Fmarketing-in-the-age-of-digital\\u002Fflattenthecurve-bmw-e79753f6dbda', 'https:\\u002F\\u002Fjimbocharlieash.medium.com\\u002Fdid-coronavirus-just-change-deliveries-for-good-c6b4b55f8c36', 'https:\\u002F\\u002Fmedium.com\\u002F@equipmentrental\\u002Fheavyrentals-equipment-b9de8b07f9c8', 'https:\\u002F\\u002Fmedium.com\\u002F@neil_asher\\u002Fnew-for-2022-what-amazon-url-to-use-for-google-ads-d96413d19677', 'https:\\u002F\\u002Fthomasshelby730.medium.com\\u002Fyoutube-hit-ryans-world-on-roblox-4854cd83af16', 'https:\\u002F\\u002Fmedium.com\\u002F@avalentin8\\u002Fthe-vigilante-nature-of-a-push-notification-20a9e583602b', 'https:\\u002F\\u002Famazonfiretv.blog\\u002Fi-cut-the-cord-and-im-never-going-back-28f4a99e7425', 'https:\\u002F\\u002Fmedium.com\\u002Fthreat-intel\\u002Fcloud-computing-e5e746b282f5']"
Checking Up on Costs: Saving More with Cloud Computing,"In this article, we will discuss how moving…",https://medium.com/@alibaba-cloud,https://medium.com/@alibaba-cloud/checking-up-on-costs-saving-more-with-cloud-computing-23fbfb15bf?source=search_post---------227,"[<time datetime=""2019-08-12T08:18:23.776Z"">Aug 12, 2019</time>]",1,0 responses,3 min read,"['backup', 'cloud-computing', 'deutsch', 'security', 'data', 'backup', 'cloud-computing', 'deutsch', 'security', 'data']",['https:\\u002F\\u002Fyahyaibnmohamed.medium.com\\u002Fcloud-computing-trifft-auf-%C3%BCber-100-jahre-erfahrung-und-tradition-bb18dcaeae3a']
Is cloud computing useless without a cloud exit strategy?,-,https://medium.com/@TheDigitalTP,https://medium.com/@TheDigitalTP/is-cloud-computing-useless-without-a-cloud-exit-strategy-ec8a25e8fdaf?source=search_post---------228,"[<time datetime=""2018-10-08T09:41:03.000Z"">Oct 8, 2018</time>]",1,0 responses,4 min read,"['editors-pick', 'tds-features', 'deep-dives', 'editors-pick', 'tds-features', 'deep-dives', 'aws', 'cloud-computing', 'software-engineering', 'software-development', 'programming', 'aws', 'cloud-computing', 'software-engineering', 'software-development', 'programming']","['https:\\u002F\\u002Fmedium.com\\u002Fit-dead-inside\\u002Fthe-tyranny-of-software-mvp-2d25595428c5', 'https:\\u002F\\u002Fmedium.com\\u002F@pawel.kanski\\u002Fmvp-development-everything-you-want-to-know-but-are-afraid-to-ask-9a14a94b87cc', 'https:\\u002F\\u002Fmedium.com\\u002Fswlh\\u002Fwhat-are-some-non-technical-challenges-of-being-a-software-engineer-b8042219525', 'https:\\u002F\\u002Fmedium.com\\u002Fflutter\\u002Fmanaging-issues-in-a-large-scale-open-source-project-b3be6eecae2b', 'https:\\u002F\\u002Fmedium.com\\u002Fswlh\\u002Frunning-and-deploying-elasticsearch-on-kubernetes-7effb49780c2', 'https:\\u002F\\u002Fcodeburst.io\\u002Fspinnaker-by-example-part-2-6f92a1fdaedf', 'https:\\u002F\\u002Faws.plainenglish.io\\u002Fdeploying-a-fargate-cluster-with-localstack-and-the-aws-cdk-8791af2cdef1', 'https:\\u002F\\u002Fblog.devcolor.org\\u002Fwhat-the-top-tech-companies-are-looking-for-in-engineers-9a6b4bcc91aa', 'https:\\u002F\\u002Ftowardsdatascience.com\\u002Ftop-12-ways-to-learn-aws-for-free-1113af329d06']"
5 Ways Cloud Computing Is Empowering Global Start-Ups to Achieve Their Goals,-,https://medium.com/@alibaba-cloud,https://medium.com/@alibaba-cloud/5-ways-cloud-computing-is-empowering-global-start-ups-to-achieve-their-goals-a45eb474e4ce?source=search_post---------229,"[<time datetime=""2021-05-12T09:02:50.894Z"">May 12, 2021</time>]",4,0 responses,5 min read,"['smart-cities', 'cloud-computing', 'big-data', 'artificial-intelligence', 'alibaba', 'smart-cities', 'cloud-computing', 'big-data', 'artificial-intelligence', 'alibaba']","['https:\\u002F\\u002Fdarrinatkins.medium.com\\u002Felectric-power-and-electric-vehicles-are-the-future-of-the-world-8fe278a10dc8', 'https:\\u002F\\u002Fmedium.com\\u002Fillumination\\u002Fwho-needs-tech-innovation-when-we-have-art-6849fb7c8364', 'https:\\u002F\\u002Fmedium.com\\u002F@imobenzy\\u002Fbrokoli-networks-green-manifesto-5aaadc8f2381', 'https:\\u002F\\u002Fmedium.com\\u002Fbestmile\\u002Fcritical-maas-why-public-transport-is-essential-decf4eb4d5f0', 'https:\\u002F\\u002Fwanaaa.medium.com\\u002Fwere-time-travellers-d9241be3a871', 'https:\\u002F\\u002Fmedium.com\\u002F@BJ_Murphy\\u002Fafrofuturism-and-the-need-for-more-inclusive-science-fiction-6a02840ec856', 'https:\\u002F\\u002Fmedium.com\\u002F@michebox\\u002Fthe-flawed-logic-at-the-heart-of-the-automation-fantasy-80c9c65eb0fd', 'https:\\u002F\\u002Fpeter-wurmsdobler.medium.com\\u002Fadaptive-frequency-public-minibus-service-for-towns-and-small-cities-75cfd36e274e', 'https:\\u002F\\u002Fmedium.com\\u002Fhackernoon\\u002Fcity-brain-cloud-computing-and-data-technology-help-our-city-think-deeply-382e72f7f7f']"
Cloud computing’s impact on Healthcare,-,https://medium.com/@TheDigitalTP,https://medium.com/@TheDigitalTP/cloud-computings-impact-on-healthcare-277af584d791?source=search_post---------230,"[<time datetime=""2018-10-26T15:29:24.000Z"">Oct 26, 2018</time>]",1,0 responses,4 min read,"['cloud-computing', 'data-scientist', 'data-science', 'tutorial', 'cloud-architecture', 'cloud-computing', 'data-scientist', 'data-science', 'tutorial', 'cloud-architecture']","['https:\\u002F\\u002Ftowardsdatascience.com\\u002Ftimetk-the-r-library-for-time-series-analysis-9822f7720318', 'https:\\u002F\\u002Fmedium.com\\u002Fanalytics-vidhya\\u002Fpredicting-an-oil-and-gas-companys-stocks-using-ai-recurrent-neural-networks-a-keras-f54d1c5a1020', 'https:\\u002F\\u002Ftowardsdatascience.com\\u002Fdata-perspectives-how-to-look-at-data-more-intellectually-31da4fd3afb6', 'https:\\u002F\\u002Fmedium.com\\u002F@akankshayernagula\\u002Fsuicide-rates-overview-1985-to-2016-data-analysis-using-orange-gui-81dbf4d019a7', 'https:\\u002F\\u002Faayush-sabharwal.medium.com\\u002Fexploring-evolution-through-abm-b4da7531f4af', 'https:\\u002F\\u002Fmedium.com\\u002Fa-coders-guide-to-ai\\u002Fa-coders-guide-to-neural-networks-chapter-4-pima-indians-diabetes-dataset-431c90be767f', 'https:\\u002F\\u002Fkristinhenry.medium.com\\u002Fhow-big-is-400-000-922841dbc986', 'https:\\u002F\\u002Fmedium.com\\u002Fclearquery\\u002Fwhy-we-love-elasticsearch-918473973c6f', 'https:\\u002F\\u002Fmedium.com\\u002F365datascience\\u002Fwhy-cloud-computing-is-critical-for-a-data-scientist-16f3d1de6b9d']"
-,-,https://medium.com/@TechJobs_NYC,https://medium.com/@TechJobs_NYC/tech-companies-new-and-old-clamor-to-entice-cloud-computing-experts-a7edffb19acb?source=search_post---------231,"[<time datetime=""2016-03-07T01:21:24.248Z"">Mar 6, 2016</time>]",1,0 responses,1 min read,NA,NA
Importance Of Containers and Virtualization in Cloud Computing,Why it has gained a lot of focus?,https://medium.datadriveninvestor.com/@vishnuaravi,https://medium.datadriveninvestor.com/importance-of-containers-and-virtualization-in-cloud-computing-b0e312b78a77?source=search_post---------233,"[<time datetime=""2020-12-11T10:17:52.372Z"">Dec 11, 2020</time>]",24,0 responses,7 min read,"['cloud-computing', 'technology', 'cloud-computing', 'technology']",['https:\\u002F\\u002Fcloud-opinion.medium.com\\u002Ftoday-s-cloud-computing-news-digest-6073cfb779e7']
10 ways Cloud computing can help your business,-,https://medium.com/@RedPixie,https://medium.com/@RedPixie/10-ways-cloud-computing-can-help-your-business-d6ba34b94cf3?source=search_post---------235,"[<time datetime=""2016-03-29T09:22:16.487Z"">Mar 29, 2016</time>]",2,1 response,2 min read,"['alibabacloud', 'cloud-computing', 'big-data', 'data-mining', 'coronavirus', 'alibabacloud', 'cloud-computing', 'big-data', 'data-mining', 'coronavirus']","['https:\\u002F\\u002Ftowardsdatascience.com\\u002Ffinding-and-removing-duplicate-rows-in-pandas-dataframe-c6117668631f', 'https:\\u002F\\u002Fmedium.com\\u002F@info.futureofwork\\u002Fhow-should-big-data-be-considered-99f10aae8f62', 'https:\\u002F\\u002Ftowardsdatascience.com\\u002Fshould-we-reconcile-forecasts-to-align-supply-chain-b8b241fcbf36', 'https:\\u002F\\u002Fmedium.com\\u002F@jessie.owens2\\u002Fan-analysis-of-airbnb-in-washington-dc-8013cfef7379', 'https:\\u002F\\u002Fmedium.com\\u002Focamlpro\\u002Fthe-alt-ergo-smt-solvers-results-in-the-smt-comp-2019-bc442f79736e', 'https:\\u002F\\u002Foliconner.medium.com\\u002Finsight-sprint-part-two-reflections-on-platforms-and-trello-f57050ef6308', 'https:\\u002F\\u002Fmedium.com\\u002F@info.futureofwork\\u002Fdata-analytics-404a076f2df3', 'https:\\u002F\\u002Fsarakmair.medium.com\\u002Fcustomer-churn-analysis-71e9eb20450c', 'https:\\u002F\\u002Falibaba-cloud.medium.com\\u002Fhow-does-cloud-computing-help-analyze-critical-covid-19-cases-80-faster-dfd080876fa9']"
Top Cloud Computing Stories of 2015,-,https://medium.com/@HOSTINGdotcom,https://medium.com/@HOSTINGdotcom/top-cloud-computing-stories-of-2015-1698ea897c01?source=search_post---------236,"[<time datetime=""2016-01-06T19:52:59.456Z"">Jan 6, 2016</time>]",1,0 responses,4 min read,"['cloud', 'cloud-computing', 'cloud-trends', 'cloud', 'cloud-computing', 'cloud-trends']","['https:\\u002F\\u002Fmedium.com\\u002Fbuilding-goalwise\\u002Fhow-i-saved-adding-more-space-to-rds-2286f35bf117', 'https:\\u002F\\u002Fmedium.com\\u002Fetermax-technology\\u002Fbuilding-a-culture-of-continuous-learning-38fd87d62823', 'https:\\u002F\\u002Fouzaniabdraouf.medium.com\\u002Fhow-to-use-components-in-unity-32167066c8a9', 'https:\\u002F\\u002Fmedium.com\\u002Fpolkadot-network\\u002Fpolkascan-development-update-7-36b5f814dc8b', 'https:\\u002F\\u002Fmedium.com\\u002Fnetdata-inc\\u002Fdocker-container-monitoring-with-netdata-614be30f4701', 'https:\\u002F\\u002Fupefiu.medium.com\\u002Fupe-supports-fellow-student-tech-organizations-and-hosts-virtual-tech-workshops-f9321b81ba57', 'https:\\u002F\\u002Fbetterprogramming.pub\\u002Funderstanding-the-boyer-moore-algorithm-in-bits-247f6e66c820', 'https:\\u002F\\u002Fnahid.medium.com\\u002Fphp-jsonq-php-query-builder-for-json-a92d6dd7d3ff', 'https:\\u002F\\u002Fjaychapel.medium.com\\u002Ffuture-trends-in-cloud-computing-all-point-to-optimization-6fc3bfbe6db']"
Decentralizing Cloud computing through Edge,-,https://itnext.io/@k_irandoust,https://itnext.io/decentralizing-cloud-computing-through-edge-d32890614e4b?source=search_post---------237,"[<time datetime=""2016-08-22T22:00:00.000Z"">Aug 22, 2016</time>]",0,0 responses,2 min read,"['aws', 'cloud-computing', 'programming', 'software-development', 'amazon-web-services', 'aws', 'cloud-computing', 'programming', 'software-development', 'amazon-web-services']","['https:\\u002F\\u002Fmedium.com\\u002Fastar-network\\u002Fink-playground-browser-ide-for-substrates-smart-contract-released-2b1555b085da', 'https:\\u002F\\u002Fmedium.com\\u002F@sarinyaswift\\u002Fdoubly-linked-lists-swift-4-ae3cf8a5b975', 'https:\\u002F\\u002Fmatthewboyd123.medium.com\\u002Fstacks-vs-queues-b04d979f3b58', 'https:\\u002F\\u002Fitnext.io\\u002Fmust-have-tool-for-every-developer-71508e73e9aa', 'https:\\u002F\\u002Fmedium.com\\u002Fanalytics-vidhya\\u002Fsimple-web-scrapping-using-beautifulsoup-d7cfd59b53f3', 'https:\\u002F\\u002Fmedium.com\\u002Fhomeday\\u002Fcreating-a-github-action-for-your-slack-release-bot-231216ffd2d4', 'https:\\u002F\\u002Fgamersexploits.medium.com\\u002Froblox-puppet-codes-november-cab3ef3b6d9f', 'https:\\u002F\\u002Fmedium.com\\u002F@nadianawaz2022\\u002Ftop-10-best-desktop-environments-for-linux-in-2022-630d3e1d1db2', 'https:\\u002F\\u002Faws.plainenglish.io\\u002F5-ways-to-get-into-cloud-computing-e2333680b7dd']"
